,id,name,brand,base_name,screen_size,pixels_x,pixels_y,screen_surface,touchscreen,cpu,cpu_details,detachable_keyboard,discrete_gpu,gpu,os,os_details,ram,ssd,storage,weight,min_price,max_price
428,11087,"HP 15.6 Inch Touchscreen Laptop Computer (Intel Core i3-6100U 2.3GHZ, 8GB RAM, 1TB Hard Drive, DVD, HDMI, USB 3.0, HD Webcam, Windows 10 Home) (Renewed)",HP,HP Pavilion,15.6,1366,768,Glossy,1,Intel Core i3,Intel Core i3-6100U 2.3 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,0,Intel HD 520,Windows,Windows 10,8,0,1000,4.68,399.0,399.0
39,29846,"NEW Microsoft Surface Pro 7 â€“ 12.3"" Touch-Screen - 10th Gen Intel Core i7 - 16GB Memory - 256GB Solid State Drive (Latest Model) â€“ Matte Black",Microsoft,Microsoft Surface Pro 7,12.3,2736,1824,Glossy,1,Intel Core i7,Intel Core i7-1065G7 1.3 GHz (10th gen Ice Lake Quad-Core with Hyper-Threading),0.0,0,Intel Iris Plus,Windows,Windows 10 Home,16,256,256,1.74,1250.36,1259.0
358,22555,"Razer Blade Stealth 13.3"" QHD+ Touchscreen Ultrabook Laptop - 8th Generation Intel Quad-Core i7-8550U - 16GB RAM - 256GB SSD - Windows 10 - CNC Aluminum - Black",Razer,Razer Blade Stealth,13.3,3200,1800,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,16,256,256,2.98,1198.0,1198.0
22,30991,"MSI GF63 Thin 9SC-066 15.6"" Gaming Laptop, Thin Bezel, Intel Core i7-9750H, NVIDIA GeForce GTX1650, 16GB, 512GB NVMe SSD",MSI,MSI GF63 Thin 9SC,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1650,Windows,Windows 10 Home,16,512,512,4.1,888.95,949.0
112,28976,"2019 ASUS VivoBook F510QA 15.6â€ WideView FHD Laptop Computer, AMD Quad-Core A12-9720P up to 3.6GHz, 16GB DDR4 RAM, 256GB SSD + 1TB HDD , USB 3.0, 802.11ac WiFi, HDMI, Windows 10",Asus,Asus VivoBook F510QA,15.6,1920,1080,Matte,0,AMD A12,AMD A12-9720P 2.7 GHz (7th gen Bristol Ridge Quad-Core),0.0,0,AMD Radeon R7,Windows,Windows 10 S,16,256,1256,3.7,407.0,469.0
433,19311,"HP 17.3"" HD+ Laptop, AMD Dual-Core A9-9420 APU up to 3.6GHz, 4GB DDR4, 1TB HDD, AMD Radeon R5 Graphics, 802.11ac, Bluetooth 4.0, DVD RW, USB 3.1, Windows 10 Home, Black",HP,HP Pavilion 17z,17.3,1600,900,Glossy,0,AMD A9,AMD A9-9420 3.0 GHz (7th gen Stoney Ridge Dual-Core),0.0,0,AMD Radeon R5,Windows,Windows 10 Home,4,0,1000,5.62,449.99,449.99
284,6685,"Alienware FHD ANW17-6429SLV 17.3-Inch Gaming Laptop (Intel Core i7 4710HQ, 16 GB RAM, 1 TB HDD, 128 GB SSD, Windows 8) Silver and Black",Alienware,Alienware 17 ANW17-6429SLV,17.3,1920,1080,matte,0,Intel Core i7,Intel Core i7-4710HQ 2.5 Ghz (4th gen Haswell Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 980M,Windows,Windows 8.1,16,128,1128,8.3,1899.0,2045.0
230,6625,"Dell Inspiron 15 Touchscreen Laptop - Intel Core i5-5200U, 8GB RAM, 1TB HDD, 15.6"" HD LED Backlit Touchscreen, USB 3.0, Backlit Keyboard, HDMI, WebCam, Windows 8/10",Dell,Dell Inspiron 15 i5548-1670SLV,15.6,1366,768,glossy,1,Intel Core i5,Intel Core i5-5200U 2.20 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),0.0,0,Intel HD 5500,Windows,Windows 8.1,8,0,1000,5.3,639.0,639.0
193,28334,"ASUS VivoBook 15 Thin and Light Laptop, 15.6â€ FHD, Intel Core i3-8145U CPU, 8GB RAM, 128GB SSD, Windows 10 in S Mode, F512FA-AB34, Slate Gray",Asus,Asus VivoBook F512FA,15.6,1920,1080,Matte,0,Intel Core i3,Intel Core i3-8145U 2.1 GHz (8th gen Whiskey Lake Dual-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 S,8,128,128,3.5,363.53,391.49
182,11516,"Dell Inspiron 15.6"" Touchscreen HD I3558-5501BLK Laptop (Model), Intel Core i5-5200U Processor, 8GB Memory, 1TB HDD, HDMI, Bluetooth, DVD-RW, WiFi, HD Webcam, Windows 10",Dell,Dell Inspiron,15.6,1366,768,Glossy,1,Intel Core i5,Intel Core i5-5200U 2.20 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),0.0,0,Intel HD 5500,Windows,Windows 10,8,0,1000,4.85,579.5,579.5
228,27242,"ASUS ZenBook 14 Ultra Thin & Light Laptop, 4-Way NanoEdge 14â€ Full HD, Intel Core i7-8565U, 8GB LPDDR3 RAM, 512GB NVMe PCIe SSD, Wi-Fi 5, Windows 10, Silver Blue, UX431FA-ES74",Asus,Asus ZenBook UX431FA,14.0,1920,1080,Glossy,0,Intel Core i7,Intel Core i7-8565U 1.8 GHz (8th gen Whiskey Lake Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,512,512,3.19,799.99,890.67
17,26957,"ASUS Vivobook S15 Slim and Portable Laptop, 15.6â€ Full HD NanoEdge Bezel, Intel Core I5-8265U Processor, 8GB DDR4, 256GB SSD, Windows 10 - S530FA-DB51, Gun Metal with Light Grey Trim",Asus,Asus VivoBook S530FA,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-8265U 1.6 GHz (8th gen Whiskey Lake Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,256,256,3.97,579.0,579.99
250,24016,"Acer Aspire 1 A114-32-C1YA, 14"" Full HD, Intel Celeron N4000, 4GB DDR4, 64GB eMMC, Office 365 Personal, Windows 10 Home in S mode",Acer,Acer Aspire 1 A114,14.0,1920,1080,Matte,0,Intel Celeron,Intel Celeron N4000 1.1 GHz (Gemini Lake Dual-Core),0.0,0,Intel UHD 600,Windows,Windows 10 S,4,64,64,3.64,246.81,275.99
272,29206,"Omen by HP 2019 15-Inch Gaming Laptop, Intel i7-9750H Processor, GeForce RTX 2070 8 GB, 32 GB RAM, 512 GB SSD, VR Ready, Windows 10 Home (15-dc1047nr, Black)",HP,HP OMEN 15-dc1047nr,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2070,Windows,Windows 10 Home,32,512,512,5.11,1199.99,1599.99
170,14056,"Acer Aspire VX 15 Gaming Laptop, 7th Gen Intel Core i7, NVIDIA GeForce GTX 1050 Ti, 15.6 Full HD, 16GB DDR4, 256GB SSD, VX5-591G-75RM",Acer,Acer Aspire VX5-591G-75RM,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10,16,256,256,5.51,1199.99,1199.99
40,6775,"Dell Inspiron 15 7000 Series i7537T-1122sLV 15-Inch Touchscreen Laptop (Intel Core i5 Processor, 6GB RAM)",Dell,Dell Inspiron 15 i7537T-1122sLV,15.6,1366,768,glossy,1,Intel Core i5,Intel Core i5-4210U 1.7 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0.0,0,Intel HD,Windows,Windows 8.1,6,0,1000,5.7,669.0,669.0
425,22867,"HP, 2018, Elitebook 840 G1 14"" HD LED-Backlit Anti-Glare Laptop Computer, Intel Dual-Core i5-4300U up to 2.9GHz, 8GB RAM, 256GB SSD, USB 3.0, Bluetooth, Window 10 Professional (Renewed)",HP,HP EliteBook 840 G1,14.0,1366,768,Matte,0,Intel Core i5,Intel Core i5-4300U 1.9 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0.0,0,Intel HD 4400,Windows,Windows 10 Pro,8,256,256,3.5,254.99,276.96
191,7493,Lenovo Thinkpad T420 - Intel Core i5 2520M 8GB 320GB Windows Professional (Renewed),Lenovo,Lenovo Thinkpad T420,14.0,1366,768,Matte,0,Intel Core i5,Intel Core i5-2520M 2.5 GHz (2nd gen Sandy Bridge Dual-Core with Hyper-Threading),0.0,0,Intel HD 3000,Windows,Windows 7,8,0,320,4.9,189.0,209.69
86,29202,"ASUS VivoBook F510QA Thin & Lightweight Laptop, 15.6â€ FHD WideView, AMD Quad Core A12-9720P Processor, 8GB RAM, 256G SSD, Fingerprint Reader, Windows 10 in S mode, F510QA-DS99",Asus,Asus VivoBook F510QA,15.6,1920,1080,Matte,0,AMD A12,AMD A12-9720P 2.7 GHz (7th gen Bristol Ridge Quad-Core),0.0,0,AMD Radeon R7,Windows,Windows 10 S,8,256,256,3.7,355.0,388.02
448,23812,Dell Inspiron 15 3567 Series â€“ 15â€ LED-Backlit Display - 7th Gen Intel Core i3 Proc - 4GB Mem â€“ 128GB SSD - Intel HD Graphics 620,Dell,Dell Inspiron 3567,15.6,1366,768,Matte,0,Intel Core i3,Intel Core i3-7130U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,4,128,128,4.96,395.99,395.99
23,19855,"Apple MacBook Air MJVM2LL/A 11.6-Inch laptop(1.6 GHz Intel i5, 128 GB SSD, Integrated Intel HD Graphics 6000, Mac OS X Yosemite (Renewed)",Apple,Apple MacBook Air MJVM2LL/A,11.6,1366,768,glossy,0,Intel Core i5,Intel Core i5-5250U 1.6 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),,0,Intel HD 6000,macOS,OS X Yosemite,4,128,128,2.38,380.44,405.82
405,10561,"Dell XPS XPS9350-5341SLV 13.3 Inch QHD Touchscreen Laptop (Intel Core i7 with Iris Graphics, 8 GB RAM, 256 GB SSD, Silver)",Dell,Dell XPS 9350-5341SLV,13.3,3200,1800,Glossy,1,Intel Core i7,Intel Core i7-6560U 2.2 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,0,Intel Iris 540,Windows,Windows 10,8,256,256,2.8,1199.0,1499.44
410,23192,"Dell i5575-A217SLV-PUS Inspiron 15 5575 - LED-Backlit Display - AMD Ryzen 5 - Radeon Vega8 Graphics - 8GB Memory - 1TB Hard Drive, 15.6"", Platinum Silver",Dell,Dell Inspiron 5575,15.6,1920,1080,Matte,0,AMD Ryzen 5,AMD Ryzen 5 2500U 2.0 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,8,0,1000,4.89,425.61,425.61
395,9185,Apple MacBook Pro MD101LL/A 13.3-Inch Laptop (Core i5 4GB 500GB with Built-in DVD SuperDrive) (Renewed),Apple,Apple MacBook Pro 2012,13.3,1280,800,glossy,0,Intel Core i5,Intel Core i5-3210M 2.5 GHz (3rd gen Ivy Bridge Dual-Core with Hyper-Threading),,0,Intel HD,,,4,0,500,4.5,348.69,388.71
201,27889,Acer Nitro 5 - 15.6in Laptop AMD Ryzen 5 2500U 2GHz 8GB Ram 1TB HDD Windows 10 Home (Renewed),Acer,Acer Nitro 5 AN515-42,15.6,1920,1080,Matte,0,AMD Ryzen 5,AMD Ryzen 5 2500U 2.0 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,1,AMD Radeon RX 560X,Windows,Windows 10 Home,8,0,1000,5.95,529.0,529.99
215,27731,"Asus Vivobook K570ZD Casual Gaming Laptop, 15.6â€ Full HD IPS Level, AMD Quad Core Ryzen 5 2500U CPU, GeForce GTX 1050, 8GB DDR4, 256GB SSD, Fingerprint Reader, Backlit KB, Windows 10 â€“ K570ZD-ES51",Asus,Asus VivoBook K570ZD,15.6,1920,1080,Matte,0,AMD Ryzen 5,AMD Ryzen 5 2500U 2.0 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10 Home,8,256,256,4.32,761.35,771.45
183,26367,"Dell XPS 15 9570-8th Generation Intel Core i7-8750H Processor, 4k Touchscreen display, 16GB DDR4 2666MHz RAM, 512GB SSD, NVIDIA GeForce GTX 1050Ti, Windows 10 Home, Gaming Capable",Dell,Dell XPS 9570,15.6,3840,2160,Glossy,1,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,16,512,512,4.0,1649.53,1799.0
447,25590,"ASUS ZenBook 14 Ultra-Slim Laptop 14â€ FHD Nano-Edge Bezel, 8th-Gen Intel Core i7-8565U Processor, 16GB LPDDR3, 512GB PCIe SSD, Backlit KB, Numberpad, Windows 10 - UX433FA-DH74, Royal Blue",Asus,Asus ZenBook UX433FA,14.0,1920,1080,Glossy,0,Intel Core i7,Intel Core i7-8565U 1.8 GHz (8th gen Whiskey Lake Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,16,512,512,2.6,1099.99,1099.99
121,17277,"HP 17.3"" HD High Performance Laptop - 7th Gen Intel Core i7-7500U Up To 3.5GHz, 8GB DDR4, 1TB HDD, SuperMulti DVD, 802.11b/g/n, Webcam, HDMI, USB 3.0, Windows 10",HP,HP 17,17.3,1600,900,Glossy,0,Intel Core i7,Intel Core i7-7500U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10,8,0,1000,5.84,850.0,855.0
463,22744,"Dell A6-9220e Inspiron Flagship High-Performance Laptop, 11.6",Dell,Dell Inspiron 3180,11.6,1366,768,Matte,0,AMD A6,AMD A6-9220e 1.6 GHz (7th gen Stoney Ridge Dual-Core),0.0,0,AMD Radeon R4,Windows,Windows 10 Home,4,32,32,2.98,165.0,168.88
312,9056,"HP Chromebook 11 G4 11.6 Inch Laptop (Intel N2840 Dual-Core, 2GB RAM, 16GB Flash SSD, Chrome OS), Black",HP,HP Chromebook 11 G4,11.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N2840 2.16 GHz (Bay Trail Dual-Core),0.0,0,Intel HD,Chrome OS,Chrome OS,2,16,16,2.83,178.85,178.85
96,23122,"Newest HP Spectre x360-13t Quad Core(8th Gen Intel i7-8550U, 16GB DDR4, 512GB PCIe NVMe SSD, IPS micro-edge Touchscreen Corning Gorilla, Windows 10 Ink)Bang&Olufsen 13.3"" 2-in-1 Convertible - Dark Ash",HP,HP Spectre x360-13t,13.3,1920,1080,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,16,512,512,2.78,1117.55,1249.95
334,24431,"ASUS VivoBook S Ultra Thin and Portable Laptop, Intel Core i5-8250U processor, 8GB DDR4 RAM, 256GB SSD, 15.6â€ FHD WideView Display, ASUS NanoEdge Bezel, S510UA-DS51",Asus,Asus VivoBook S510UA,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Quad-Core Kaby Lake R with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,256,256,3.7,535.0,588.0
362,30289,"Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, 8th Gen Intel Core i7-8565U, NVIDIA GeForce MX250, 12GB DDR4, 512GB PCIe Nvme SSD, Windows 10 Home, A515-54G-73WC",Acer,Acer Aspire 5 A515-54G,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8565U 1.8 GHz (8th gen Whiskey Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce MX250,Windows,Windows 10 Home,12,512,512,3.97,738.0,739.0
237,25745,"2018 HP 15.6"" Touchscreen Laptop PC, Intel Core i5-7200U, 8GB DDR4, 2TB HDD, Intel HD Graphics 620, 802.11ac, Bluetooth, DVD RW, USB 3.1, HDMI, Webcam, Windows 10 Home, Silver",HP,HP 15-bs095ms,15.6,1366,768,Glossy,1,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,8,0,2000,4.52,529.88,545.18
91,22858,"Microsoft Surface Laptop (1st Gen) D9P-00001 Laptop (Windows 10 S, Intel Core i5, 13.5"" LED-Lit Screen, Storage: 128 GB, RAM: 4 GB) Platinum",Microsoft,Microsoft Surface Laptop,13.5,2256,1504,Glossy,1,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 S,4,128,128,2.76,540.0,553.0
443,23615,"Razer Blade Stealth 13.3"" QHD+ Touchscreen Ultrabook Laptop - 8th Generation Intel Quad-Core i7-8550U - 16GB RAM - 512GB SSD - Windows 10 - CNC Aluminum- Black",Razer,Razer Blade Stealth,13.3,3200,1800,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,16,512,512,2.98,1799.99,1799.99
344,14070,"Microsoft Surface Pro 3 (256 GB, Intel Core i7, Windows 8.1) - Free Windows 10 Upgrade",Microsoft,Microsoft Surface Pro 3,12.0,2160,1440,Glossy,1,Intel Core i7,Intel Core i7-4650U 1.7 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0.0,0,Intel HD 5000,Windows,Windows 8.1,8,256,256,1.76,999.99,999.99
339,28487,"Tablet with Keyboard 11.6 Inch Windows 10 Tablet, 2 in 1 Touch Screen Laptop, 6GB+64GB,Jumper EZpad 6 Pro Quad Core Processor",Jumper,Jumper EZPad 6 Pro,11.6,1920,1080,Glossy,1,Intel Atom,Intel Atom x7-E3950 1.6 GHz (Apollo Lake Quad-Core),1.0,0,Intel HD 505,Windows,Windows 10 Home,6,64,64,1.54,249.9,249.9
325,25262,"EVOO EV-C-125-3-SL 12.5"" HD Ultra Slim Laptop, Intel Celeron Quad Core CPU, 3GB RAM, 32GB Storage, Fingerprint Scanner, Silver",Other,EVOO EV-C-125-3-SL,12.5,1366,768,,0,Intel Celeron,Intel Celeron 1.44 GHz (Apollo Lake Quad-Core),0.0,0,Intel HD 4000,Windows,Windows 10 Home,3,32,32,2.42,165.05,165.05
269,30291,"Acer Chromebook 11, Celeron N3350, 11.6"" HD, 4GB LPDDR4, 32GB eMMC, Google Chrome, C732-C6WU",Acer,Acer Chromebook C732,11.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N3350 1.1 GHz (Apollo Lake Dual-Core),0.0,0,Intel HD 500,Chrome OS,Chrome OS,4,32,32,2.98,145.99,160.5
450,26098,"Asus ROG Strix Scar II Gaming Laptop, 15.6â€ 144Hz IPS Type Full HD, NVIDIA GeForce RTX 2070, Intel Core i7-8750H, 16GB DDR4, 512GB PCIe Nvme SSD, RGB KB, Windows 10, GL504GW-DS74",Asus,Asus ROG Strix Scar II GL504GW,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2070,Windows,Windows 10 Home,16,512,512,5.29,1689.99,1749.99
72,25930,"MSI GS65 Stealth-005 15.6"" Razor Thin Bezel Gaming Laptop NVIDIA RTX 2080 8G Max-Q, 144Hz 7ms, Intel i7-8750H (6 cores), 16GB, 256GB NVMe SSD, TB3, Per Key RGB, Win10P, Matte Black w/ Gold Diamond cut",MSI,MSI GS65 Stealth,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2080 Max-Q,Windows,Windows 10 Pro,16,256,256,4.19,2399.0,2799.0
66,8067,"2016 Model Dell Inspiron 15 15.6-Inch Full HD 1920 x 1080 LED Touchscreen High Performance Premium Laptop, Intel Core i5-4210U, 8GB, 1TB HDD, DVD+/-RW Drive, HDMI, Bluetooth, Win 10 - Silver",Dell,Dell Inspiron,15.6,1920,1080,Glossy,1,Intel Core i5,Intel Core i5-5200U 2.20 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),0.0,0,Intel HD 4400,Windows,Windows 10,8,0,1000,5.3,588.0,588.0
90,29635,"2019 Dell Latitude 3500 15.6"" FHD Business Laptop Computer, 8th Gen Intel Quad-Core i5-8265U up to 3.9GHz, 16GB DDR4 RAM, 256GB SSD, 802.11ac WiFi, Bluetooth 5.0, USB 3.1, Windows 10 Professional",Dell,Dell Latitude 3500,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-8265U 1.6 GHz (8th gen Whiskey Lake Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Pro,16,256,256,4.37,849.99,849.99
432,28479,"New Apple MacBook Pro (13-inch, 8GB RAM, 128GB Storage) - Space Gray",Apple,Apple MacBook Pro 2019,13.3,2560,1600,Glossy,0,Intel Core i5,Intel Core i5-8257U 1.4 GHz (8th gen Coffee Lake Quad-Core with Hyper-Threading),0.0,0,Intel Iris Plus 645,macOS,macOS Mojave,8,128,128,3.02,1099.99,1230.08
113,7262,"Microsoft Surface Book SX3-00001 Laptop (Windows 10, Intel Core i5, 13.5"" LCD Screen, Storage: 256 GB, RAM: 8 GB) Silver",Microsoft,Microsoft Surface Book SX3,13.5,3000,2000,glossy,1,Intel Core i5,Intel Core i5-6300U 2.4 GHz (6th gen Skylake Dual-Core with Hyper-Threading),1.0,1,NVIDIA GeForce,Windows,Windows 10,8,256,256,3.48,599.0,679.8
265,28043,"Lenovo Ideapad Premium 15.6"" Laptop Notebook Computer 2019 New, AMD A9-9425 Up to 3.7GHz, 8GB RAM, 1TB HDD, DVD-RW, Wi-Fi, Bluetooth, Webcam, USB 3.0, HDMI, Windows 10 W/ 29.9 Value Accessories Bundle",Lenovo,Lenovo IdeaPad,15.6,1366,768,Matte,0,AMD A9,AMD A9-9425 3.1 GHz (7th gen Stoney Ridge Dual-Core),0.0,0,AMD Radeon R5,Windows,Windows 10 Home,8,0,1000,4.85,334.38,335.0
200,18655,"Lenovo Yoga 720 2-in-1 13.3"" FHD IPS Touch-Screen Ultrabook, Intel Core i5-7200U, 8GB DDR4 RAM, 256GB SSD, 802.11ac, Bluetooth, Fingerprint Reader, Backlit Keyboard, Thunderbolt, Windows Ink-Windows10",Lenovo,Lenovo Yoga 720,13.3,1920,1080,Glossy,1,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10,8,256,256,2.87,658.9,684.0
181,29842,"Sager NP7856 15.6 Inches Thin Bezel FHD IPS 144Hz Gaming Laptop, Intel Core i7-9750H, NVIDIA RTX 2060 6GB DDR6, 16GB RAM, 500GB NVMe SSD, Windows 10 Home",Other,Sager NP7856,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2060,Windows,Windows 10 Home,16,500,500,5.0,1299.0,1299.0
